geneID,transcriptID,protID
ENSG00000004059,ENST00000000233,sp|P84085|ARF5_HUMAN
ENSG00000137707,ENST00000356018,sp|Q9NY30|BTG4_HUMAN
ENSG00000198053,ENST00000356025,sp|P78324|SHPS1_HUMAN
ENSG00000189409,ENST00000356026,sp|O75900|MMP23_HUMAN
ENSG00000152582,ENST00000356031,sp|Q9C093|SPEF2_HUMAN
ENSG00000066933,ENST00000356056,sp|B2RTY4|MYO9A_HUMAN
ENSG00000019144,ENST00000356063,sp|Q86UU1|PHLB1_HUMAN
ENSG00000196628,ENST00000356073,sp|P15884|ITF2_HUMAN
ENSG00000119004,ENST00000356079,sp|Q6UW02|CP20A_HUMAN
ENSG00000196878,ENST00000356082,sp|Q13751|LAMB3_HUMAN
ENSG00000196739,ENST00000356083,sp|Q8IZC6|CORA1_HUMAN
ENSG00000020129,ENST00000356090,sp|Q9UBB6|NCDN_HUMAN
ENSG00000215440,ENST00000356091,sp|Q8NDH3|PEPL1_HUMAN
ENSG00000241484,ENST00000356099,sp|P85298|RHG08_HUMAN
ENSG00000197857,ENST00000356109,sp|P15621|ZNF44_HUMAN
ENSG00000166035,ENST00000356113,sp|P11150|LIPC_HUMAN
ENSG00000196408,ENST00000356120,sp|Q8NFA2|NOXO1_HUMAN
ENSG00000139531,ENST00000356124,sp|P51687|SUOX_HUMAN
ENSG00000197170,ENST00000356126,sp|O00232|PSD12_HUMAN
ENSG00000280090,ENST00000356130,sp|Q96RC9|OR8B4_HUMAN
ENSG00000198382,ENST00000356136,sp|Q9P2Y5|UVRAG_HUMAN
ENSG00000153086,ENST00000356140,sp|Q8TDX5|ACMSD_HUMAN
ENSG00000168297,ENST00000356151,sp|Q7Z7A4|PXK_HUMAN
ENSG00000167216,ENST00000356157,sp|Q8IYT4|KATL2_HUMAN
ENSG00000167098,ENST00000356173,sp|Q8TC36|SUN5_HUMAN
ENSG00000196712,ENST00000356175,sp|P21359|NF1_HUMAN
ENSG00000077235,ENST00000356183,sp|Q12789|TF3C1_HUMAN
ENSG00000132819,ENST00000356208,sp|Q9H0Z9|RBM38_HUMAN
ENSG00000139926,ENST00000356218,sp|Q96NE9|FRMD6_HUMAN
ENSG00000130177,ENST00000356221,sp|Q13042|CDC16_HUMAN
ENSG00000140326,ENST00000356231,sp|Q8IWY9|CDAN1_HUMAN
ENSG00000081307,ENST00000356232,sp|Q9GZZ9|UBA5_HUMAN
ENSG00000127914,ENST00000356239,sp|Q99996|AKAP9_HUMAN
ENSG00000153956,ENST00000356253,sp|P54289|CA2D1_HUMAN
ENSG00000198301,ENST00000356260,sp|Q9NVU7|SDA1_HUMAN
ENSG00000162624,ENST00000356261,sp|Q68G74|LHX8_HUMAN
ENSG00000078053,ENST00000356264,sp|P49418|AMPH_HUMAN
ENSG00000112562,ENST00000356284,sp|Q9H3U7|SMOC2_HUMAN
ENSG00000125826,ENST00000356286,sp|Q9BYM8|HOIL1_HUMAN
ENSG00000160593,ENST00000356289,sp|Q86YT9|JAML_HUMAN
ENSG00000198092,ENST00000356291,sp|Q6ZWK6|TM11F_HUMAN
ENSG00000147485,ENST00000356297,sp|A1KZ92|PXDNL_HUMAN
ENSG00000146918,ENST00000356309,sp|Q86XI2|CNDG2_HUMAN
ENSG00000198146,ENST00000356321,sp|Q6IQ21|ZN770_HUMAN
ENSG00000197535,ENST00000356338,sp|Q9Y4I1|MYO5A_HUMAN
ENSG00000149269,ENST00000356341,sp|Q13153|PAK1_HUMAN
ENSG00000151461,ENST00000356352,sp|Q9HAU5|RENT2_HUMAN
ENSG00000119682,ENST00000356357,sp|O15033|AREL1_HUMAN
ENSG00000091127,ENST00000356362,sp|Q96PZ0|PUS7_HUMAN
ENSG00000160991,ENST00000356387,sp|Q96SN7|ORAI2_HUMAN
ENSG00000198369,ENST00000356388,sp|Q7Z698|SPRE2_HUMAN
ENSG00000198003,ENST00000356392,sp|A5D8V7|ODAD3_HUMAN
ENSG00000160285,ENST00000356396,sp|P48449|LSS_HUMAN
ENSG00000177479,ENST00000356401,sp|O95376|ARI2_HUMAN
ENSG00000087008,ENST00000356406,sp|O15254|ACOX3_HUMAN
ENSG00000116473,ENST00000356415,sp|P62834|RAP1A_HUMAN
ENSG00000103152,ENST00000356432,sp|P29372|3MG_HUMAN
ENSG00000090932,ENST00000356433,sp|Q9NYJ7|DLL3_HUMAN
ENSG00000198331,ENST00000356438,sp|Q96M11|HYLS1_HUMAN
ENSG00000101605,ENST00000356443,sp|P52179|MYOM1_HUMAN
ENSG00000114790,ENST00000356448,sp|Q96DR7|ARHGQ_HUMAN
ENSG00000175063,ENST00000356455,sp|O00762|UBE2C_HUMAN
ENSG00000214595,ENST00000356458,sp|Q6ZMW3|EMAL6_HUMAN
ENSG00000197728,ENST00000356464,sp|P62854|RS26_HUMAN
ENSG00000054965,ENST00000356467,sp|Q92567|F168A_HUMAN
ENSG00000105220,ENST00000356487,sp|P06744|G6PI_HUMAN
ENSG00000083123,ENST00000356489,sp|P21953|ODBB_HUMAN
ENSG00000165283,ENST00000356493,sp|Q9UJZ1|STML2_HUMAN
ENSG00000162896,ENST00000356495,sp|P01833|PIGR_HUMAN
ENSG00000112312,ENST00000356509,sp|O75496|GEMI_HUMAN
ENSG00000197953,ENST00000356517,sp|Q6P093|ADCL2_HUMAN
ENSG00000172785,ENST00000356521,sp|Q9BRT8|CBWD1_HUMAN
ENSG00000173432,ENST00000356524,sp|P0DJI8|SAA1_HUMAN
ENSG00000147419,ENST00000356537,sp|Q86WR0|CCD25_HUMAN
ENSG00000169218,ENST00000356545,sp|Q2MKA7|RSPO1_HUMAN
ENSG00000198162,ENST00000356554,sp|O60476|MA1A2_HUMAN
ENSG00000197102,ENST00000360184,sp|Q14204|DYHC1_HUMAN
ENSG00000180083,ENST00000356562,sp|Q8NEX6|WFD11_HUMAN
ENSG00000162591,ENST00000356575,sp|O75095|MEGF6_HUMAN
ENSG00000159140,ENST00000356577,sp|P18583|SON_HUMAN
ENSG00000178878,ENST00000356591,sp|Q96LR9|APLD1_HUMAN
ENSG00000142655,ENST00000356607,sp|O75381|PEX14_HUMAN
ENSG00000121270,ENST00000356608,sp|Q96J66|MRP8_HUMAN
ENSG00000198576,ENST00000356613,sp|Q7LC44|ARC_HUMAN
ENSG00000198435,ENST00000356628,sp|Q7Z6K4|NRARP_HUMAN
ENSG00000111676,ENST00000356654,sp|P54259|ATN1_HUMAN
ENSG00000198681,ENST00000356661,sp|P43355|MAGA1_HUMAN
ENSG00000182087,ENST00000356663,sp|Q4ZIN3|MBRL_HUMAN
ENSG00000127922,ENST00000356686,sp|Q6ZVN7|SEML_HUMAN
ENSG00000163605,ENST00000356692,sp|Q9NY27|PP4R2_HUMAN
ENSG00000146374,ENST00000356698,sp|Q9BXY4|RSPO3_HUMAN
ENSG00000165629,ENST00000356708,sp|P36542|ATPG_HUMAN
ENSG00000124508,ENST00000356709,sp|Q8WVV5|BT2A2_HUMAN
ENSG00000041515,ENST00000356711,sp|Q9Y6X6|MYO16_HUMAN
ENSG00000119946,ENST00000356713,sp|Q9NRU3|CNNM1_HUMAN
ENSG00000106268,ENST00000356714,sp|P36639|8ODP_HUMAN
ENSG00000197863,ENST00000356725,sp|Q6PG37|ZN790_HUMAN
ENSG00000130545,ENST00000356762,sp|Q9BUF7|CRUM3_HUMAN
ENSG00000196455,ENST00000356763,sp|Q99570|PI3R4_HUMAN
ENSG00000197181,ENST00000356766,sp|Q8TC59|PIWL2_HUMAN
ENSG00000168071,ENST00000356786,sp|A6NC98|CC88B_HUMAN
ENSG00000107938,ENST00000356792,sp|Q3B7T1|EDRF1_HUMAN
ENSG00000005844,ENST00000356798,sp|P20701|ITAL_HUMAN
ENSG00000115306,ENST00000356805,sp|Q01082|SPTB2_HUMAN
ENSG00000206177,ENST00000356815,sp|Q6B0K9|HBM_HUMAN
ENSG00000197226,ENST00000356834,sp|Q66K14|TBC9B_HUMAN
ENSG00000072778,ENST00000356839,sp|P49748|ACADV_HUMAN
ENSG00000007944,ENST00000356840,sp|Q8WY64|MYLIP_HUMAN
ENSG00000144674,ENST00000356847,sp|Q13439|GOGA4_HUMAN
ENSG00000187736,ENST00000356853,sp|Q9H9Q4|NHEJ1_HUMAN
ENSG00000105576,ENST00000356861,sp|O14787|TNPO2_HUMAN
ENSG00000173535,ENST00000356864,sp|O14798|TR10C_HUMAN
ENSG00000215788,ENST00000356876,sp|Q93038|TNR25_HUMAN
ENSG00000185963,ENST00000356884,sp|Q8TD16|BICD2_HUMAN
ENSG00000132436,ENST00000356889,sp|Q6PIW4|FIGL1_HUMAN
ENSG00000133641,ENST00000356891,sp|Q8N999|CL029_HUMAN
ENSG00000122122,ENST00000356892,sp|O75995|SASH3_HUMAN
ENSG00000197272,ENST00000356897,sp|Q8NEV9|IL27A_HUMAN
ENSG00000100678,ENST00000356921,sp|P57103|NAC3_HUMAN
ENSG00000119688,ENST00000356924,sp|O14678|ABCD4_HUMAN
ENSG00000182141,ENST00000356929,sp|P17019|ZN708_HUMAN
ENSG00000099246,ENST00000356940,sp|Q9NP72|RAB18_HUMAN
ENSG00000011304,ENST00000356948,sp|P26599|PTBP1_HUMAN
ENSG00000197903,ENST00000356950,sp|O60814|H2B1K_HUMAN
ENSG00000143537,ENST00000356955,sp|Q13444|ADA15_HUMAN
ENSG00000197081,ENST00000356956,sp|P11717|MPRI_HUMAN
ENSG00000112144,ENST00000356971,sp|Q9UPZ9|CILK1_HUMAN
ENSG00000196800,ENST00000356972,sp|Q6IE38|ISK14_HUMAN
ENSG00000198668,ENST00000356978,sp|P0DP23|CALM1_HUMAN
ENSG00000139187,ENST00000356986,sp|Q96E93|KLRG1_HUMAN
ENSG00000100060,ENST00000356998,sp|O00587|MFNG_HUMAN
ENSG00000197273,ENST00000357001,sp|Q02747|GUC2A_HUMAN
ENSG00000213096,ENST00000357002,sp|O75437|ZN254_HUMAN
ENSG00000198081,ENST00000357006,sp|O43829|ZBT14_HUMAN
ENSG00000177469,ENST00000357037,sp|Q6NZI2|CAVN1_HUMAN
ENSG00000164751,ENST00000357039,sp|P28328|PEX2_HUMAN
ENSG00000197748,ENST00000357060,sp|Q8NDM7|CFA43_HUMAN
ENSG00000169813,ENST00000357065,sp|P52597|HNRPF_HUMAN
ENSG00000172081,ENST00000357066,sp|Q96BX8|MOB3A_HUMAN
ENSG00000100033,ENST00000357068,sp|O43272|PROD_HUMAN
ENSG00000145362,ENST00000357077,sp|Q01484|ANK2_HUMAN
ENSG00000135049,ENST00000357081,sp|Q9UPW5|CBPC1_HUMAN
ENSG00000259305,ENST00000357082,sp|Q96EF9|ZHX1R_HUMAN
ENSG00000112343,ENST00000357085,sp|O00635|TRI38_HUMAN
ENSG00000006831,ENST00000357103,sp|Q86V24|PAQR2_HUMAN
ENSG00000198589,ENST00000357115,sp|P50851|LRBA_HUMAN
ENSG00000008294,ENST00000357122,sp|O60271|JIP4_HUMAN
ENSG00000165973,ENST00000357134,sp|Q92832|NELL1_HUMAN
ENSG00000196236,ENST00000357137,sp|Q9NQH7|XPP3_HUMAN
ENSG00000196900,ENST00000357147,sp|Q6ZNM6|TEX43_HUMAN
ENSG00000221986,ENST00000357155,sp|A2RUH7|MBPHL_HUMAN
ENSG00000125971,ENST00000357156,sp|Q9NP97|DLRB1_HUMAN
ENSG00000132549,ENST00000357162,sp|Q7Z7G8|VP13B_HUMAN
ENSG00000196743,ENST00000357164,sp|P17900|SAP3_HUMAN
ENSG00000188706,ENST00000357166,sp|Q9Y397|ZDHC9_HUMAN
ENSG00000157502,ENST00000357175,sp|Q5H9M0|PWP3B_HUMAN
ENSG00000100038,ENST00000357179,sp|O95985|TOP3B_HUMAN
ENSG00000163867,ENST00000357182,sp|O95789|ZMYM6_HUMAN
ENSG00000164520,ENST00000357183,sp|Q8TD07|RAE1E_HUMAN
ENSG00000127152,ENST00000357195,sp|Q9C0K0|BC11B_HUMAN
ENSG00000146094,ENST00000357198,sp|Q7L591|DOK3_HUMAN
ENSG00000116560,ENST00000357214,sp|P23246|SFPQ_HUMAN
ENSG00000102225,ENST00000357227,sp|Q00536|CDK16_HUMAN
ENSG00000197410,ENST00000357232,sp|Q6V1P9|PCD23_HUMAN
ENSG00000133138,ENST00000357242,sp|Q0IIM8|TBC8B_HUMAN
ENSG00000197769,ENST00000357246,sp|Q9BXW4|MLP3C_HUMAN
ENSG00000112280,ENST00000357250,sp|P20849|CO9A1_HUMAN
ENSG00000197852,ENST00000357260,sp|Q9NTI7|INKA2_HUMAN
ENSG00000096060,ENST00000357266,sp|Q13451|FKBP5_HUMAN
ENSG00000138375,ENST00000357276,sp|Q9NZC9|SMAL1_HUMAN
ENSG00000169891,ENST00000357277,sp|Q8NFH8|REPS2_HUMAN
ENSG00000166321,ENST00000357321,sp|Q86X67|NUD13_HUMAN
ENSG00000105726,ENST00000357324,sp|Q9HD20|AT131_HUMAN
ENSG00000143321,ENST00000357325,sp|P51858|HDGF_HUMAN
ENSG00000172014,ENST00000357336,sp|Q4UJ75|A20A4_HUMAN
ENSG00000022277,ENST00000357348,sp|Q9BY42|RTF2_HUMAN
ENSG00000196976,ENST00000357360,sp|Q14657|LAGE3_HUMAN
ENSG00000182330,ENST00000357367,sp|Q5VWM4|PRAM8_HUMAN
ENSG00000197786,ENST00000357377,sp|Q8NGF7|OR5BH_HUMAN
ENSG00000113810,ENST00000357388,sp|Q9NTJ3|SMC4_HUMAN
ENSG00000170956,ENST00000357396,sp|P40198|CEAM3_HUMAN
ENSG00000013364,ENST00000357402,sp|Q14764|MVP_HUMAN
ENSG00000159224,ENST00000357424,sp|P09681|GIP_HUMAN
ENSG00000146540,ENST00000357429,sp|Q9BRJ6|CG050_HUMAN
ENSG00000174669,ENST00000357440,sp|Q14542|S29A2_HUMAN
ENSG00000151474,ENST00000357447,sp|Q9P2Q2|FRM4A_HUMAN
ENSG00000077935,ENST00000357450,sp|Q8NDV3|SMC1B_HUMAN
ENSG00000215271,ENST00000357460,sp|Q8IX15|HOMEZ_HUMAN
ENSG00000198133,ENST00000357461,sp|Q8NBD8|T229B_HUMAN
ENSG00000196792,ENST00000357479,sp|Q13033|STRN3_HUMAN
ENSG00000242498,ENST00000357484,sp|Q7Z6K5|ARPIN_HUMAN
ENSG00000196843,ENST00000357485,sp|Q03989|ARI5A_HUMAN
ENSG00000139675,ENST00000357495,sp|Q32P51|RA1L2_HUMAN
ENSG00000167272,ENST00000357500,sp|Q969H6|POP5_HUMAN
ENSG00000198113,ENST00000357503,sp|Q9NXH8|TOR4A_HUMAN
ENSG00000172500,ENST00000357519,sp|O43427|FIBP_HUMAN
ENSG00000198523,ENST00000357525,sp|P26678|PPLA_HUMAN
ENSG00000196104,ENST00000357545,sp|Q9BQ16|TICN3_HUMAN
ENSG00000196074,ENST00000357552,sp|Q9BX26|SYCP2_HUMAN
ENSG00000114416,ENST00000357559,sp|P51114|FXR1_HUMAN
ENSG00000112294,ENST00000357578,sp|P51649|SSDH_HUMAN
ENSG00000180616,ENST00000357585,sp|P30874|SSR2_HUMAN
ENSG00000100280,ENST00000357586,sp|Q10567|AP1B1_HUMAN
ENSG00000082684,ENST00000357599,sp|Q9P283|SEM5B_HUMAN
ENSG00000135392,ENST00000357606,sp|Q6Y2X3|DJC14_HUMAN
ENSG00000102010,ENST00000357607,sp|P51813|BMX_HUMAN
ENSG00000128513,ENST00000357628,sp|Q9NUX5|POTE1_HUMAN
ENSG00000173585,ENST00000357632,sp|P51686|CCR9_HUMAN
ENSG00000178761,ENST00000357635,sp|Q5XKK7|F219B_HUMAN
ENSG00000096070,ENST00000357641,sp|Q9ULD4|BRPF3_HUMAN
ENSG00000012048,ENST00000357654,sp|P38398|BRCA1_HUMAN
ENSG00000180257,ENST00000357666,sp|Q0VGE8|ZN816_HUMAN
ENSG00000058668,ENST00000357681,sp|P23634|AT2B4_HUMAN
ENSG00000197580,ENST00000357685,sp|Q9BYV7|BCDO2_HUMAN
ENSG00000198160,ENST00000357692,sp|Q8N108|MIER1_HUMAN
ENSG00000196372,ENST00000357700,sp|Q8WXK3|ASB13_HUMAN
ENSG00000086967,ENST00000357701,sp|Q14324|MYPC2_HUMAN
ENSG00000136715,ENST00000357702,sp|Q9H0E3|SP130_HUMAN
ENSG00000196277,ENST00000357716,sp|Q14831|GRM7_HUMAN
ENSG00000116726,ENST00000357726,sp|O95522|PRA12_HUMAN
ENSG00000196517,ENST00000357730,sp|P48067|SC6A9_HUMAN
ENSG00000172260,ENST00000357731,sp|Q7Z3B1|NEGR1_HUMAN
ENSG00000197063,ENST00000357736,sp|O15525|MAFG_HUMAN
ENSG00000140563,ENST00000357742,sp|Q6DN12|MCTP2_HUMAN
ENSG00000188419,ENST00000357749,sp|P24386|RAE1_HUMAN
ENSG00000114455,ENST00000357759,sp|Q9UM44|HHLA2_HUMAN
ENSG00000115446,ENST00000357765,sp|Q53HI1|UNC50_HUMAN
ENSG00000197360,ENST00000357774,sp|A6NK75|ZNF98_HUMAN
ENSG00000110244,ENST00000357780,sp|P06727|APOA4_HUMAN
ENSG00000118257,ENST00000357785,sp|O60462|NRP2_HUMAN
ENSG00000163535,ENST00000357799,sp|Q562F6|SGO2_HUMAN
ENSG00000198056,ENST00000338193,sp|P49642|PRI1_HUMAN
ENSG00000146416,ENST00000357847,sp|Q9NVV5|AIG1_HUMAN
ENSG00000121022,ENST00000357849,sp|Q92905|CSN5_HUMAN
ENSG00000174233,ENST00000357869,sp|O43306|ADCY6_HUMAN
ENSG00000172901,ENST00000357872,sp|Q6Q4G3|AMPQ_HUMAN
ENSG00000135622,ENST00000357877,sp|O95754|SEM4F_HUMAN
ENSG00000188620,ENST00000357878,sp|A6NHT5|HMX3_HUMAN
ENSG00000197044,ENST00000357901,sp|Q8N8Z8|ZN441_HUMAN
ENSG00000213401,ENST00000357916,sp|P43365|MAGAC_HUMAN
ENSG00000132437,ENST00000357936,sp|P20711|DDC_HUMAN
ENSG00000095587,ENST00000357947,sp|Q9Y6L7|TLL2_HUMAN
ENSG00000197019,ENST00000357949,sp|Q9UHV2|SRTD1_HUMAN
ENSG00000196678,ENST00000357967,sp|A8K979|ERI2_HUMAN
ENSG00000183844,ENST00000357985,sp|P58499|FAM3B_HUMAN
ENSG00000173698,ENST00000357991,sp|Q8IZP9|AGRG2_HUMAN
ENSG00000158711,ENST00000357992,sp|P28324|ELK4_HUMAN
ENSG00000176915,ENST00000357997,sp|Q86XL3|ANKL2_HUMAN
ENSG00000106692,ENST00000357998,sp|O75072|FKTN_HUMAN
ENSG00000128891,ENST00000358005,sp|Q9BV29|CCD32_HUMAN
ENSG00000213782,ENST00000358007,sp|Q9H0S4|DDX47_HUMAN
ENSG00000164022,ENST00000358008,sp|Q12904|AIMP1_HUMAN
ENSG00000116922,ENST00000358011,sp|Q9NX04|CA109_HUMAN
ENSG00000119318,ENST00000358015,sp|P54727|RD23B_HUMAN
ENSG00000198680,ENST00000358022,sp|Q2TAM9|TUSC1_HUMAN
ENSG00000155463,ENST00000358043,sp|Q15070|OXA1L_HUMAN
ENSG00000197045,ENST00000358056,sp|P60983|GMFB_HUMAN
ENSG00000077279,ENST00000358070,sp|O43602|DCX_HUMAN
ENSG00000196730,ENST00000358077,sp|P53355|DAPK1_HUMAN
ENSG00000072182,ENST00000358078,sp|Q96FT7|ASIC4_HUMAN
ENSG00000197826,ENST00000358105,sp|Q6V702|CF299_HUMAN
ENSG00000066382,ENST00000358117,sp|Q15777|MPPD2_HUMAN
ENSG00000196071,ENST00000358120,sp|Q8N349|OR2LD_HUMAN
ENSG00000196092,ENST00000358127,sp|Q02548|PAX5_HUMAN
ENSG00000198157,ENST00000358130,sp|P82970|HMGN5_HUMAN
ENSG00000173253,ENST00000358146,sp|Q9Y5R5|DMRT2_HUMAN
ENSG00000113761,ENST00000358149,sp|Q9UL40|ZN346_HUMAN
ENSG00000197006,ENST00000358154,sp|Q9H1A3|METL9_HUMAN
ENSG00000213694,ENST00000358157,sp|Q99500|S1PR3_HUMAN
ENSG00000178075,ENST00000358160,sp|Q8IYS0|ASTRC_HUMAN
ENSG00000196411,ENST00000358173,sp|P54760|EPHB4_HUMAN
ENSG00000196188,ENST00000358184,sp|P14091|CATE_HUMAN
ENSG00000128683,ENST00000358196,sp|Q99259|DCE1_HUMAN
ENSG00000177548,ENST00000358201,sp|Q9H5N1|RABE2_HUMAN
ENSG00000135269,ENST00000358204,sp|Q9UGI8|TES_HUMAN
ENSG00000047056,ENST00000358220,sp|Q9Y2I8|WDR37_HUMAN
ENSG00000137038,ENST00000358227,sp|Q96GE9|DMAC1_HUMAN
ENSG00000155957,ENST00000358230,sp|Q9HC24|LFG4_HUMAN
ENSG00000134759,ENST00000358232,sp|Q6IA86|ELP2_HUMAN
ENSG00000198471,ENST00000358241,sp|Q5QGT7|RTP2_HUMAN
ENSG00000149115,ENST00000358252,sp|Q9C0C2|TB182_HUMAN
ENSG00000198189,ENST00000358290,sp|Q8NBQ5|DHB11_HUMAN
ENSG00000196227,ENST00000358293,sp|Q9NTX9|F217B_HUMAN
ENSG00000130669,ENST00000358301,sp|O96013|PAK4_HUMAN
ENSG00000091732,ENST00000358303,sp|Q86WB0|NIPA_HUMAN
ENSG00000099994,ENST00000358321,sp|Q9UGT4|SUSD2_HUMAN
ENSG00000120314,ENST00000358337,sp|Q9H6Y2|WDR55_HUMAN
ENSG00000075539,ENST00000358350,sp|O94915|FRYL_HUMAN
ENSG00000145725,ENST00000358359,sp|O43314|VIP2_HUMAN
ENSG00000076924,ENST00000358368,sp|Q9HCS7|SYF1_HUMAN
ENSG00000148343,ENST00000358369,sp|Q7L4E1|MIGA2_HUMAN
ENSG00000146457,ENST00000358372,sp|Q15007|FL2D_HUMAN
ENSG00000119599,ENST00000358377,sp|Q8WV16|DCAF4_HUMAN
ENSG00000198513,ENST00000358385,sp|Q8WXF7|ATLA1_HUMAN
ENSG00000113621,ENST00000358387,sp|Q96J42|TXD15_HUMAN
ENSG00000119125,ENST00000358399,sp|Q9Y2T3|GUAD_HUMAN
ENSG00000197448,ENST00000358406,sp|Q9Y2Q3|GSTK1_HUMAN
ENSG00000138346,ENST00000358410,sp|P51530|DNA2_HUMAN
ENSG00000151655,ENST00000358415,sp|P19823|ITIH2_HUMAN
ENSG00000164440,ENST00000358430,sp|Q8N3L3|TXLNB_HUMAN
ENSG00000142627,ENST00000358432,sp|P29317|EPHA2_HUMAN
ENSG00000188324,ENST00000358433,sp|A6NF89|OR6C6_HUMAN
ENSG00000196683,ENST00000358435,sp|Q9P0U1|TOM7_HUMAN
ENSG00000196131,ENST00000341702,sp|Q8NFZ6|VN1R2_HUMAN
ENSG00000064012,ENST00000358485,sp|Q14790|CASP8_HUMAN
ENSG00000066468,ENST00000358487,sp|P21802|FGFR2_HUMAN
ENSG00000197013,ENST00000358491,sp|Q86V71|ZN429_HUMAN
ENSG00000002016,ENST00000358495,sp|P43351|RAD52_HUMAN
ENSG00000128335,ENST00000358502,sp|Q9BQE5|APOL2_HUMAN
ENSG00000206384,ENST00000358511,sp|A6NMZ7|CO6A6_HUMAN
ENSG00000205220,ENST00000358514,sp|P40306|PSB10_HUMAN
ENSG00000196844,ENST00000358524,sp|Q6UY27|PATE2_HUMAN
ENSG00000164002,ENST00000358527,sp|Q9H790|EXO5_HUMAN
ENSG00000213390,ENST00000358531,sp|Q14CB8|RHG19_HUMAN
ENSG00000196711,ENST00000358543,sp|Q6UXT8|ALKL1_HUMAN
ENSG00000196570,ENST00000358571,sp|P60673|PROF3_HUMAN
ENSG00000198498,ENST00000358572,sp|Q96EY4|TMA16_HUMAN
ENSG00000196381,ENST00000358582,sp|Q8N8C0|ZN781_HUMAN
ENSG00000197745,ENST00000358585,sp|Q6XE38|SG1D4_HUMAN
ENSG00000196557,ENST00000358590,sp|O95180|CAC1H_HUMAN
ENSG00000143437,ENST00000358595,sp|P27540|ARNT_HUMAN
ENSG00000108946,ENST00000358598,sp|P10644|KAP0_HUMAN
ENSG00000197465,ENST00000358615,sp|P15421|GLPE_HUMAN
ENSG00000196363,ENST00000358625,sp|P61964|WDR5_HUMAN
ENSG00000196578,ENST00000358642,sp|Q9NZP5|O5AC2_HUMAN
ENSG00000181135,ENST00000358656,sp|Q96C28|ZN707_HUMAN
ENSG00000168060,ENST00000358658,sp|Q9UQQ1|NALDL_HUMAN
ENSG00000125952,ENST00000358664,sp|P61244|MAX_HUMAN
ENSG00000198265,ENST00000358691,sp|P42694|HELZ_HUMAN
ENSG00000198205,ENST00000358697,sp|P98168|ZXDA_HUMAN
ENSG00000165661,ENST00000358701,sp|Q6ZRP7|QSOX2_HUMAN
ENSG00000179456,ENST00000358704,sp|Q99592|ZBT18_HUMAN
ENSG00000145734,ENST00000358731,sp|A6H8Y1|BDP1_HUMAN
ENSG00000196371,ENST00000358752,sp|P22083|FUT4_HUMAN
ENSG00000185666,ENST00000358763,sp|O14994|SYN3_HUMAN
ENSG00000186567,ENST00000358777,sp|Q7Z692|CEA19_HUMAN
ENSG00000077458,ENST00000358780,sp|Q5HYJ3|FA76B_HUMAN
ENSG00000198643,ENST00000358781,sp|Q96BQ1|FAM3D_HUMAN
ENSG00000069966,ENST00000358784,sp|O14775|GNB5_HUMAN
ENSG00000124243,ENST00000358791,sp|Q8TDM0|BCAS4_HUMAN
ENSG00000135596,ENST00000358807,sp|Q8TDZ2|MICA1_HUMAN
ENSG00000172469,ENST00000358812,sp|Q5SRI9|MANEA_HUMAN
ENSG00000150656,ENST00000358821,sp|Q96KN2|CNDP1_HUMAN
ENSG00000187021,ENST00000358834,sp|P54315|LIPR1_HUMAN
ENSG00000196475,ENST00000358842,sp|Q14410|GLPK2_HUMAN
ENSG00000197150,ENST00000358849,sp|Q9NUT2|MITOS_HUMAN
ENSG00000197651,ENST00000358859,sp|Q8TC90|CCER1_HUMAN
ENSG00000149488,ENST00000358864,sp|Q8TDI7|TMC2_HUMAN
ENSG00000089091,ENST00000358866,sp|Q9NVP4|DZAN1_HUMAN
ENSG00000171204,ENST00000358867,sp|Q8IUX1|T126B_HUMAN
ENSG00000197712,ENST00000358869,sp|Q8IWE2|NXP20_HUMAN
ENSG00000101203,ENST00000358894,sp|Q9P218|COKA1_HUMAN
ENSG00000142621,ENST00000358897,sp|B1AJZ9|FHAD1_HUMAN
ENSG00000165280,ENST00000358901,sp|P55072|TERA_HUMAN
ENSG00000197329,ENST00000358912,sp|Q96FA3|PELI1_HUMAN
ENSG00000138347,ENST00000358913,sp|Q86TC9|MYPN_HUMAN
ENSG00000038358,ENST00000358933,sp|Q6P2E9|EDC4_HUMAN
ENSG00000198060,ENST00000358935,sp|Q9NX47|MARH5_HUMAN
ENSG00000118873,ENST00000358951,sp|Q9H2M9|RBGPR_HUMAN
ENSG00000183206,ENST00000358970,sp|B2RU33|POTEC_HUMAN
ENSG00000180777,ENST00000358984,sp|Q9BXX2|AN30B_HUMAN
ENSG00000198573,ENST00000358993,sp|Q9NY87|SPNXC_HUMAN
ENSG00000197442,ENST00000359015,sp|Q99683|M3K5_HUMAN
ENSG00000198642,ENST00000359039,sp|Q9P2J3|KLHL9_HUMAN
ENSG00000172572,ENST00000359062,sp|Q14432|PDE3A_HUMAN
ENSG00000196260,ENST00000359086,sp|Q6UW10|SFTA2_HUMAN
ENSG00000273899,ENST00000359114,sp|Q9UGY1|NOL12_HUMAN
ENSG00000156463,ENST00000359120,sp|Q8TEC5|SH3R2_HUMAN
ENSG00000167984,ENST00000359128,sp|Q7RTR2|NLRC3_HUMAN
ENSG00000134545,ENST00000359151,sp|P26715|NKG2A_HUMAN
ENSG00000137501,ENST00000359152,sp|Q9HCH5|SYTL2_HUMAN
ENSG00000198373,ENST00000359154,sp|O00308|WWP2_HUMAN
